StationCode,MetricCalcSource,MetricID,Precip,FlowMetric,KeyMetric,GeneralMetric,MetricClass,DeltaH,Years,StartWY,EndWY,Current,Reference,ModelMatch,WatershedArea_Mi2
902M20173,Colwell,P,Wet,,,,,-0.06,2,2003,2005,0.87,0.93,Rainbow_11044250,8.386
902M20173,Colwell,C,Wet,,,,,-0.24,2,2003,2005,0.58,0.82,Rainbow_11044250,8.386
902M20173,Colwell,M,Wet,,,,,0.17,2,2003,2005,0.28,0.11,Rainbow_11044250,8.386
902M20173,Colwell,CP,Wet,,,,,-0.215053763,2,2003,2005,0.666666667,0.88172043,Rainbow_11044250,8.386
902M20173,Colwell,MP,Wet,,,,,0.203559511,2,2003,2005,0.32183908,0.11827957,Rainbow_11044250,8.386
902M20173,Konrad,Qmean,Average,,,,,0.005265023,2,2004,2008,0.005265023,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QmeanMEDIAN,Average,,,,,0.005265023,2,2004,2008,0.005265023,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QmeanIDR,Average,,,,,0.000107424,2,2004,2008,0.000107424,0,Rainbow_11044250,8.386
902M20173,Konrad,Qmed,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Qmax,Average,,,,,0.41319959,2,2004,2008,0.41319959,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QmaxIDR,Average,,,,,0.00513947,2,2004,2008,0.00513947,0,Rainbow_11044250,8.386
902M20173,Konrad,HighNum,Average,,,,,11.5,2,2004,2008,11.5,0,Rainbow_11044250,8.386
902M20173,Konrad,HighDur,Average,,,,,3,2,2004,2008,3,0,Rainbow_11044250,8.386
902M20173,Konrad,Qmin,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,QminIDR,Average,,,,,0,2,2004,2008,0,0,Rainbow_11044250,8.386
902M20173,Konrad,LowNum,Average,,,,,1.5,2,2004,2008,2.5,1,Rainbow_11044250,8.386
902M20173,Konrad,LowDur,Average,,,,,-181,2,2004,2008,185,366,Rainbow_11044250,8.386
902M20173,Konrad,NoDisturb,Average,,,,,0,2,2004,2008,0,0,Rainbow_11044250,8.386
902M20173,Konrad,Hydroperiod,Average,,,,,0,2,2004,2008,1,1,Rainbow_11044250,8.386
902M20173,Konrad,FracYearsNoFlow,Average,,,,,0,2,2004,2008,0,0,Rainbow_11044250,8.386
902M20173,Konrad,MedianNoFlowDays,Average,,,,,0,2,2004,2008,0,0,Rainbow_11044250,8.386
902M20173,Konrad,PDC50,Average,,,,,0,2,2004,2008,0,0,Rainbow_11044250,8.386
902M20173,Konrad,BFR,Average,,,,,0,2,2004,2008,0,0,Rainbow_11044250,8.386
902M20173,Konrad,SFR,Average,,,,,0,2,2004,2008,0,0,Rainbow_11044250,8.386
902M20173,Konrad,MaxMonth,Average,,,,,10,2,2004,2008,11,1,Rainbow_11044250,8.386
902M20173,Konrad,MaxMonthQ,Average,,,,,0.022367269,2,2004,2008,0.022367269,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,MinMonth,Average,,,,,2,2,2004,2008,3,1,Rainbow_11044250,8.386
902M20173,Konrad,MinMonthQ,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q01,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q05,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q10,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q25,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q50,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q75,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q90,Average,,,,,0,2,2004,2008,9.88131291682493e-324,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q95,Average,,,,,0.001752128,2,2004,2008,0.001752128,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Konrad,Q99,Average,,,,,0.15606796,2,2004,2008,0.15606796,9.88131291682493e-324,Rainbow_11044250,8.386
902M20173,Stephen,PercentLF,Average,,,,,-3.415300546,2,2004,2008,96.58469945,100,Rainbow_11044250,8.386
902M20173,Stephen,RBI,Average,,,,,1.503696961,2,2004,2008,1.503696961,0,Rainbow_11044250,8.386
902M20173,Colwell,P,Average,,,,,-0.07,2,2004,2008,0.93,1,Rainbow_11044250,8.386
902M20173,Colwell,C,Average,,,,,-0.18,2,2004,2008,0.82,1,Rainbow_11044250,8.386
902M20173,Colwell,M,Average,,,,,0.11,2,2004,2008,0.11,0,Rainbow_11044250,8.386
902M20173,Colwell,CP,Average,,,,,-0.11827957,2,2004,2008,0.88172043,1,Rainbow_11044250,8.386
902M20173,Colwell,MP,Average,,,,,0.11827957,2,2004,2008,0.11827957,0,Rainbow_11044250,8.386
903M20208,Konrad,Qmean,Average,,,,,2.52E-05,2,1999,2000,0.001109743,0.00108456,DeLuz_11044800,1.72
903M20208,Konrad,QmeanMEDIAN,Average,,,,,2.52E-05,2,1999,2000,0.001110786,0.001085607,DeLuz_11044800,1.72
903M20208,Konrad,QmeanIDR,Average,,,,,-5.10E-06,2,1999,2000,0.001219198,0.001224297,DeLuz_11044800,1.72
903M20208,Konrad,Qmed,Average,,,,,1.17E-05,2,1999,2000,0.000969824,0.000958167,DeLuz_11044800,1.72
903M20208,Konrad,Qmax,Average,,,,,0.000766279,2,1999,2000,0.003062399,0.00229612,DeLuz_11044800,1.72
903M20208,Konrad,QmaxIDR,Average,,,,,-0.001236065,2,1999,2000,0.001351789,0.002587855,DeLuz_11044800,1.72
903M20208,Konrad,HighNum,Average,,,,,1,2,1999,2000,2,1,DeLuz_11044800,1.72
903M20208,Konrad,HighDur,Average,,,,,-1,2,1999,2000,35.5,36.5,DeLuz_11044800,1.72
903M20208,Konrad,Qmin,Average,,,,,-3.21E-07,2,1999,2000,0.000200195,0.000200516,DeLuz_11044800,1.72
903M20208,Konrad,QminIDR,Average,,,,,-2.12E-07,2,1999,2000,0.000132283,0.000132495,DeLuz_11044800,1.72
903M20208,Konrad,LowNum,Average,,,,,0.5,2,1999,2000,1,0.5,DeLuz_11044800,1.72
903M20208,Konrad,LowDur,Average,,,,,-3.5,2,1999,2000,33.5,37,DeLuz_11044800,1.72
903M20208,Konrad,NoDisturb,Average,,,,,-55.5,2,1999,2000,382.5,438,DeLuz_11044800,1.72
903M20208,Konrad,Hydroperiod,Average,,,,,0,2,1999,2000,1,1,DeLuz_11044800,1.72
903M20208,Konrad,FracYearsNoFlow,Average,,,,,0,2,1999,2000,0,0,DeLuz_11044800,1.72
903M20208,Konrad,MedianNoFlowDays,Average,,,,,0,2,1999,2000,0,0,DeLuz_11044800,1.72
903M20208,Konrad,PDC50,Average,,,,,9.50E-10,2,1999,2000,0.004811539,0.004811538,DeLuz_11044800,1.72
903M20208,Konrad,BFR,Average,,,,,-1.82E-10,2,1999,2000,-0.004811539,-0.004811538,DeLuz_11044800,1.72
903M20208,Konrad,SFR,Average,,,,,-2.65E-08,2,1999,2000,-0.004811599,-0.004811572,DeLuz_11044800,1.72
903M20208,Konrad,MaxMonth,Average,,,,,0,2,1999,2000,7,7,DeLuz_11044800,1.72
903M20208,Konrad,MaxMonthQ,Average,,,,,2.16E-05,2,1999,2000,0.002160152,0.00213858,DeLuz_11044800,1.72
903M20208,Konrad,MinMonth,Average,,,,,0,2,1999,2000,6,6,DeLuz_11044800,1.72
903M20208,Konrad,MinMonthQ,Average,,,,,5.19E-07,2,1999,2000,0.000429551,0.000429032,DeLuz_11044800,1.72
903M20208,Konrad,Q01,Average,,,,,3.91E-07,2,1999,2000,0.000122295,0.000121904,DeLuz_11044800,1.72
903M20208,Konrad,Q05,Average,,,,,4.49E-07,2,1999,2000,0.000140695,0.000140246,DeLuz_11044800,1.72
903M20208,Konrad,Q10,Average,,,,,5.35E-07,2,1999,2000,0.000167636,0.0001671,DeLuz_11044800,1.72
903M20208,Konrad,Q25,Average,,,,,2.27E-06,2,1999,2000,0.000284917,0.000282647,DeLuz_11044800,1.72
903M20208,Konrad,Q50,Average,,,,,2.54E-05,2,1999,2000,0.000704151,0.000678711,DeLuz_11044800,1.72
903M20208,Konrad,Q75,Average,,,,,4.49E-05,2,1999,2000,0.001674712,0.001629776,DeLuz_11044800,1.72
903M20208,Konrad,Q90,Average,,,,,2.21E-05,2,1999,2000,0.002778853,0.002756714,DeLuz_11044800,1.72
903M20208,Konrad,Q95,Average,,,,,4.23E-05,2,1999,2000,0.0033269,0.003284592,DeLuz_11044800,1.72
903M20208,Konrad,Q99,Average,,,,,1.72E-05,2,1999,2000,0.003795943,0.003778783,DeLuz_11044800,1.72
903M20208,Stephen,PercentLF,Average,,,,,0,2,1999,2000,100,100,DeLuz_11044800,1.72
903M20208,Stephen,RBI,Average,,,,,0.036521123,2,1999,2000,0.04130891,0.004787787,DeLuz_11044800,1.72
903M20208,Colwell,P,Average,,,,,0,2,1999,2000,1,1,DeLuz_11044800,1.72
903M20208,Colwell,C,Average,,,,,0,2,1999,2000,1,1,DeLuz_11044800,1.72
903M20208,Colwell,M,Average,,,,,0,2,1999,2000,0,0,DeLuz_11044800,1.72
903M20208,Colwell,CP,Average,,,,,0,2,1999,2000,1,1,DeLuz_11044800,1.72
903M20208,Colwell,MP,Average,,,,,0,2,1999,2000,0,0,DeLuz_11044800,1.72
903M20208,Konrad,Qmean,Dry,,,,,8.91E-06,2,2002,2007,0.000246773,0.000237868,DeLuz_11044800,1.72
903M20208,Konrad,QmeanMEDIAN,Dry,,,,,8.91E-06,2,2002,2007,0.000246773,0.000237868,DeLuz_11044800,1.72
903M20208,Konrad,QmeanIDR,Dry,,,,,-3.28E-06,2,2002,2007,0.000361937,0.000365216,DeLuz_11044800,1.72
903M20208,Konrad,Qmed,Dry,,,,,1.67E-06,2,2002,2007,0.000211631,0.000209965,DeLuz_11044800,1.72
903M20208,Konrad,Qmax,Dry,,,,,0.000917552,2,2002,2007,0.001420527,0.000502975,DeLuz_11044800,1.72
903M20208,Konrad,QmaxIDR,Dry,,,,,-0.000754131,2,2002,2007,1.81E-05,0.000772254,DeLuz_11044800,1.72
903M20208,Konrad,HighNum,Dry,,,,,3,2,2002,2007,4,1,DeLuz_11044800,1.72
903M20208,Konrad,HighDur,Dry,,,,,-2.5,2,2002,2007,34,36.5,DeLuz_11044800,1.72
903M20208,Konrad,Qmin,Dry,,,,,-1.40E-07,2,2002,2007,8.75E-05,8.76E-05,DeLuz_11044800,1.72
903M20208,Konrad,QminIDR,Dry,,,,,-2.15E-07,2,2002,2007,0.000134359,0.000134574,DeLuz_11044800,1.72
903M20208,Konrad,LowNum,Dry,,,,,0,2,2002,2007,0.5,0.5,DeLuz_11044800,1.72
903M20208,Konrad,LowDur,Dry,,,,,0,2,2002,2007,36.5,36.5,DeLuz_11044800,1.72
903M20208,Konrad,NoDisturb,Dry,,,,,-64.5,2,2002,2007,227.5,292,DeLuz_11044800,1.72
903M20208,Konrad,Hydroperiod,Dry,,,,,0,2,2002,2007,1,1,DeLuz_11044800,1.72
903M20208,Konrad,FracYearsNoFlow,Dry,,,,,0,2,2002,2007,0,0,DeLuz_11044800,1.72
903M20208,Konrad,MedianNoFlowDays,Dry,,,,,0,2,2002,2007,0,0,DeLuz_11044800,1.72
903M20208,Konrad,PDC50,Dry,,,,,2.14E-09,2,2002,2007,0.004811541,0.004811539,DeLuz_11044800,1.72
903M20208,Konrad,BFR,Dry,,,,,-1.40E-10,2,2002,2007,-0.004811539,-0.004811539,DeLuz_11044800,1.72
903M20208,Konrad,SFR,Dry,,,,,-5.66E-07,2,2002,2007,-0.004813265,-0.0048127,DeLuz_11044800,1.72
903M20208,Konrad,MaxMonth,Dry,,,,,0,2,2002,2007,7,7,DeLuz_11044800,1.72
903M20208,Konrad,MaxMonthQ,Dry,,,,,6.97E-07,2,2002,2007,0.000469162,0.000468465,DeLuz_11044800,1.72
903M20208,Konrad,MinMonth,Dry,,,,,0,2,2002,2007,6,6,DeLuz_11044800,1.72
903M20208,Konrad,MinMonthQ,Dry,,,,,-1.50E-07,2,2002,2007,9.39E-05,9.40E-05,DeLuz_11044800,1.72
903M20208,Konrad,Q01,Dry,,,,,-5.84E-09,2,2002,2007,3.66E-06,3.67E-06,DeLuz_11044800,1.72
903M20208,Konrad,Q05,Dry,,,,,-6.74E-09,2,2002,2007,4.21E-06,4.22E-06,DeLuz_11044800,1.72
903M20208,Konrad,Q10,Dry,,,,,-8.04E-09,2,2002,2007,5.02E-06,5.02E-06,DeLuz_11044800,1.72
903M20208,Konrad,Q25,Dry,,,,,2.72E-08,2,2002,2007,8.52E-06,8.49E-06,DeLuz_11044800,1.72
903M20208,Konrad,Q50,Dry,,,,,8.00E-05,2,2002,2007,0.000176071,9.60E-05,DeLuz_11044800,1.72
903M20208,Konrad,Q75,Dry,,,,,9.31E-06,2,2002,2007,0.000420265,0.000410956,DeLuz_11044800,1.72
903M20208,Konrad,Q90,Dry,,,,,1.92E-05,2,2002,2007,0.000713773,0.000694621,DeLuz_11044800,1.72
903M20208,Konrad,Q95,Dry,,,,,1.13E-05,2,2002,2007,0.000838691,0.000827433,DeLuz_11044800,1.72
903M20208,Konrad,Q99,Dry,,,,,1.69E-05,2,2002,2007,0.000968641,0.000951743,DeLuz_11044800,1.72
903M20208,Stephen,PercentLF,Dry,,,,,0,2,2002,2007,100,100,DeLuz_11044800,1.72
903M20208,Stephen,RBI,Dry,,,,,0.068290906,2,2002,2007,0.07307457,0.004783664,DeLuz_11044800,1.72
903M20208,Colwell,P,Dry,,,,,0,2,2002,2007,1,1,DeLuz_11044800,1.72
903M20208,Colwell,C,Dry,,,,,0,2,2002,2007,1,1,DeLuz_11044800,1.72
903M20208,Colwell,M,Dry,,,,,0,2,2002,2007,0,0,DeLuz_11044800,1.72
903M20208,Colwell,CP,Dry,,,,,0,2,2002,2007,1,1,DeLuz_11044800,1.72
903M20208,Colwell,MP,Dry,,,,,0,2,2002,2007,0,0,DeLuz_11044800,1.72
903M20208,Konrad,Qmean,Wet,,,,,7.36E-05,2,2005,2008,0.009267504,0.009193936,DeLuz_11044800,1.72
903M20208,Konrad,QmeanMEDIAN,Wet,,,,,7.36E-05,2,2005,2008,0.009280032,0.00920642,DeLuz_11044800,1.72
903M20208,Konrad,QmeanIDR,Wet,,,,,5.21E-05,2,2005,2008,0.014653263,0.014601153,DeLuz_11044800,1.72
903M20208,Konrad,Qmed,Wet,,,,,4.56E-06,2,2005,2008,0.003794008,0.003789444,DeLuz_11044800,1.72
903M20208,Konrad,Qmax,Wet,,,,,0.002375689,2,2005,2008,0.436386451,0.434010763,DeLuz_11044800,1.72
903M20208,Konrad,QmaxIDR,Wet,,,,,-7.94E-05,2,2005,2008,0.694064303,0.694143724,DeLuz_11044800,1.72
903M20208,Konrad,HighNum,Wet,,,,,0.5,2,2005,2008,2,1.5,DeLuz_11044800,1.72
903M20208,Konrad,HighDur,Wet,,,,,-0.5,2,2005,2008,30.5,31,DeLuz_11044800,1.72
903M20208,Konrad,Qmin,Wet,,,,,-4.59E-06,2,2005,2008,0.002865546,0.002870138,DeLuz_11044800,1.72
903M20208,Konrad,QminIDR,Wet,,,,,-7.27E-06,2,2005,2008,0.004537517,0.004544789,DeLuz_11044800,1.72
903M20208,Konrad,LowNum,Wet,,,,,0,2,2005,2008,0,0,DeLuz_11044800,1.72
903M20208,Konrad,LowDur,Wet,,,,,0,2,2005,2008,0,0,DeLuz_11044800,1.72
903M20208,Konrad,NoDisturb,Wet,,,,,-4,2,2005,2008,260.5,264.5,DeLuz_11044800,1.72
903M20208,Konrad,Hydroperiod,Wet,,,,,0,2,2005,2008,1,1,DeLuz_11044800,1.72
903M20208,Konrad,FracYearsNoFlow,Wet,,,,,0,2,2005,2008,0,0,DeLuz_11044800,1.72
903M20208,Konrad,MedianNoFlowDays,Wet,,,,,0,2,2005,2008,0,0,DeLuz_11044800,1.72
903M20208,Konrad,PDC50,Wet,,,,,5.29E-09,2,2005,2008,0.004811545,0.004811539,DeLuz_11044800,1.72
903M20208,Konrad,BFR,Wet,,,,,-8.87E-10,2,2005,2008,-0.00481154,-0.004811539,DeLuz_11044800,1.72
903M20208,Konrad,SFR,Wet,,,,,-0.07631478,2,2005,2008,-0.082376133,-0.006061354,DeLuz_11044800,1.72
903M20208,Konrad,MaxMonth,Wet,,,,,0,2,2005,2008,11,11,DeLuz_11044800,1.72
903M20208,Konrad,MaxMonthQ,Wet,,,,,0.000180474,2,2005,2008,0.050808293,0.050627819,DeLuz_11044800,1.72
903M20208,Konrad,MinMonth,Wet,,,,,-1,2,2005,2008,8,9,DeLuz_11044800,1.72
903M20208,Konrad,MinMonthQ,Wet,,,,,6.28E-05,2,2005,2008,0.000122278,5.94E-05,DeLuz_11044800,1.72
903M20208,Konrad,Q01,Wet,,,,,3.68E-09,2,2005,2008,7.12E-08,6.75E-08,DeLuz_11044800,1.72
903M20208,Konrad,Q05,Wet,,,,,6.51E-09,2,2005,2008,8.43E-08,7.77E-08,DeLuz_11044800,1.72
903M20208,Konrad,Q10,Wet,,,,,1.22E-08,2,2005,2008,1.05E-07,9.26E-08,DeLuz_11044800,1.72
903M20208,Konrad,Q25,Wet,,,,,5.75E-06,2,2005,2008,4.96E-05,4.38E-05,DeLuz_11044800,1.72
903M20208,Konrad,Q50,Wet,,,,,2.45E-05,2,2005,2008,0.000129812,0.000105265,DeLuz_11044800,1.72
903M20208,Konrad,Q75,Wet,,,,,1.58E-05,2,2005,2008,0.007505576,0.007489727,DeLuz_11044800,1.72
903M20208,Konrad,Q90,Wet,,,,,3.98E-05,2,2005,2008,0.012467537,0.012427721,DeLuz_11044800,1.72
903M20208,Konrad,Q95,Wet,,,,,0.000134429,2,2005,2008,0.014895557,0.014761128,DeLuz_11044800,1.72
903M20208,Konrad,Q99,Wet,,,,,-0.000154561,2,2005,2008,0.18635369,0.186508251,DeLuz_11044800,1.72
903M20208,Stephen,PercentLF,Wet,,,,,0,2,2005,2008,97.40082079,97.40082079,DeLuz_11044800,1.72
903M20208,Stephen,RBI,Wet,,,,,0.005557884,2,2005,2008,0.438420694,0.43286281,DeLuz_11044800,1.72
